Day,Month,Year,Date,Open,High,Low,Close,Adj Close,Volume,Average,,
5,4,2019,5/4,47.5,47.912498,47.1325,47.737499,47.462788,48174400,47.522499,,
8,4,2019,8/4,47.43,48.200001,47.1875,47.947498,47.671577,42419200,47.6937505,,
9,4,2019,9/4,47.610001,47.7225,46.889999,47.314999,47.042717,43997200,47.3062495,,
10,4,2019,10/4,47.307499,48.285,47.262501,48.025002,47.748642,44477200,47.7737505,,
11,4,2019,11/4,48.049999,48.3675,47.387501,47.884998,47.60944,37460000,47.8775005,,
12,4,2019,12/4,48.275002,48.314999,47.415001,47.502499,47.229141,47170800,47.865,,
15,4,2019,15/4,47.424999,47.474998,45.775002,46.174999,45.909279,44009200,46.625,,
16,4,2019,16/4,46.57,47.2425,46.240002,47.052502,46.781734,39496400,46.741251,,
17,4,2019,17/4,47.404999,47.615002,46.5975,46.822498,46.553047,35100400,47.106251,,
18,4,2019,18/4,46.889999,47.232498,46.294998,46.575001,46.306976,38098800,46.763748,,
22,4,2019,22/4,46.337502,47.275002,46.02,47.1175,46.846352,27993600,46.647501,,
23,4,2019,23/4,47.25,47.982498,47.1525,47.6675,47.393196,34685600,47.567499,,
24,4,2019,24/4,47.772499,48.202499,47.16,47.7925,47.517479,31820400,47.6812495,,
25,4,2019,25/4,47.387501,47.612499,45.924999,46.727501,46.458595,49929600,46.768749,,
26,4,2019,26/4,45.177502,45.2225,43.325001,44.522499,44.266289,86898800,44.2737505,,
29,4,2019,29/4,44.602501,45.112499,43.875,44.8325,44.574509,39192000,44.4937495,,
30,4,2019,30/4,44.5075,45.5075,44.314999,45.25,44.989601,36292000,44.9112495,,
1,5,2019,1/5,45.7775,46.202499,45.115002,45.1175,44.857868,35428000,45.6587505,,
2,5,2019,2/5,45.215,46.217499,44.779999,45.797501,45.533951,39468400,45.498749,,
3,5,2019,3/5,45.8825,45.982498,45.1325,45.752499,45.489204,33682400,45.557499,,
6,5,2019,6/5,43.875,45.084999,43.5,44.962502,44.703762,42217600,44.2924995,,
7,5,2019,7/5,44.474998,44.474998,42.7925,43.2775,43.02845,55522000,43.633749,,
8,5,2019,8/5,43,44.287498,42.880001,43.48,43.22979,41916800,43.5837495,,
9,5,2019,9/5,42.785,42.8825,41.349998,42.547501,42.302658,66024800,42.116249,,
10,5,2019,10/5,42.237499,42.897499,41,42.205002,41.962135,56950000,41.9487495,,
13,5,2019,13/5,40.875,41.107498,39.452499,39.612499,39.384548,65691200,40.2799985,,
14,5,2019,14/5,40.012501,40.865002,39.622501,40.509998,40.276886,52488000,40.2437515,,
15,5,2019,15/5,39.950001,40.262501,39.352501,39.895,39.665421,50232000,39.807501,,
16,5,2019,16/5,39.84,40.477501,39.412498,40.047501,39.817043,78108800,39.9449995,,
17,5,2019,17/5,39.625,40.927502,38.735001,39.1325,38.907303,102206800,39.8312515,,
20,5,2019,20/5,38.137501,38.692501,37.6875,37.9375,37.719181,57206400,38.1900005,,
21,5,2019,21/5,38.549999,38.924999,38.16,38.764999,38.54192,36184800,38.5424995,,
22,5,2019,22/5,38.375,38.637501,37.939999,38.049999,37.831039,32586800,38.28875,,
23,5,2019,23/5,37.422501,37.422501,36.227501,36.830002,36.618061,59184400,36.825001,,
24,5,2019,24/5,37.02,37.375,36.220001,36.287498,36.078678,35758400,36.7975005,,
28,5,2019,28/5,36.465,36.794998,35.8125,35.8325,35.626308,42835600,36.303749,,
29,5,2019,29/5,35.352501,35.705002,34.735001,35.084999,34.883099,55980000,35.2200015,,
30,5,2019,30/5,35.077499,35.4375,34.392502,34.7775,34.61684,39430000,34.915001,,
31,5,2019,31/5,34.285,34.962502,33.8475,33.865002,33.708557,38972000,34.405001,,
3,6,2019,3/6,33.977501,34.3675,33.150002,33.445,33.290489,47864400,33.758751,,
4,6,2019,4/6,34.09,35.802502,33.8675,35.75,35.584846,64183600,34.835001,,
5,6,2019,5/6,36.4925,36.547501,34.955002,35.32,35.156837,51161600,35.7512515,,
6,6,2019,6/6,35.362499,36.192501,35.337502,35.945,35.778942,40814000,35.7650015,,
7,6,2019,7/6,36.005001,36.720001,35.8125,36.375,36.206963,34885600,36.2662505,,
10,6,2019,10/6,36.939999,37.797501,36.939999,37.107498,36.936069,40278000,37.36875,,
11,6,2019,11/6,37.709999,38.09,37.290001,37.6875,37.513386,38387200,37.6900005,,
12,6,2019,12/6,37.25,37.3125,36.397499,36.549999,36.381142,35889200,36.8549995,,
13,6,2019,13/6,36.772499,37.25,36.595001,37.064999,36.893764,30808000,36.9225005,,
14,6,2019,14/6,36.127499,36.372501,35.709999,36.16,35.99295,39442800,36.04125,,
17,6,2019,17/6,36.142502,36.630001,35.912498,36.2575,36.09,27604000,36.2712495,,
18,6,2019,18/6,36.875,38.7775,36.764999,38.220001,38.043434,58192000,37.7712495,,
19,6,2019,19/6,38.575001,38.689999,38.017502,38.279999,38.103161,33164400,38.3537505,,
20,6,2019,20/6,39.192501,39.3325,38.380001,38.525002,38.347023,35016800,38.8562505,,
21,6,2019,21/6,38.375,38.869999,37.875,37.939999,37.764729,43442800,38.3724995,,
24,6,2019,24/6,38.154999,38.462502,37.68,38.165001,37.988686,28294800,38.071251,,
25,6,2019,25/6,38.215,38.970001,37.842499,37.869999,37.695042,31186800,38.40625,,
26,6,2019,26/6,39.1525,40.43,39.022499,39.814999,39.631058,58407200,39.7262495,,
27,6,2019,27/6,40.677502,41,40.314999,40.807499,40.61898,44544000,40.6574995,,
28,6,2019,28/6,41.25,41.342499,40.587502,41.057499,40.867817,39766800,40.9650005,,
1,7,2019,1/7,43.142502,43.487499,41.165001,41.5425,41.350582,70975600,42.32625,,
2,7,2019,2/7,41.375,41.587502,40.424999,40.557499,40.370132,40022800,41.0062505,,
3,7,2019,3/7,40.7925,40.849998,40.084999,40.6875,40.499538,24663600,40.4674985,,
5,7,2019,5/7,40.099998,40.145,39.419998,40.057499,39.872437,39655200,39.782499,,
8,7,2019,8/7,39.4575,39.647499,39,39.302502,39.12093,32978800,39.3237495,,
9,7,2019,9/7,38.877499,39.610001,38.75,39.327499,39.145817,34286000,39.1800005,,
10,7,2019,10/7,39.764999,40.592499,39.625,40.014999,39.830135,45207600,40.1087495,,
11,7,2019,11/7,40.75,41.98,40.375,41.57,41.37796,68256000,41.1775,,
12,7,2019,12/7,41.849998,42.6175,41.849998,41.9025,41.708923,50639200,42.233749,,
15,7,2019,15/7,42.115002,42.2775,41.532501,41.817501,41.624317,28984000,41.9050005,,
16,7,2019,16/7,41.6675,42.0425,41.209999,41.77,41.57703,34144400,41.6262495,,
17,7,2019,17/7,41.787498,42.497501,41.4925,42.427502,42.231495,34820400,41.9950005,,
18,7,2019,18/7,42.532501,43.177502,41.962502,42.544998,42.348446,44219200,42.570002,,
19,7,2019,19/7,42.93,42.994999,42.049999,42.110001,41.915459,34489600,42.522499,,
22,7,2019,22/7,42.325001,42.959999,42.25,42.830002,42.632141,31594000,42.6049995,,
23,7,2019,23/7,43.224998,43.935001,43.067501,43.915001,43.712124,42817600,43.501251,,
24,7,2019,24/7,44.349998,44.7225,43.584999,44.665001,44.458652,36623600,44.1537495,,
25,7,2019,25/7,44.247501,44.375,43.110001,43.345001,43.144756,39270000,43.7425005,,
26,7,2019,26/7,43.6175,44.237499,43.6175,43.767502,43.565308,27416000,43.9274995,,
29,7,2019,29/7,43.695,43.8675,42.817501,43.705002,43.50309,24816000,43.3425005,,
30,7,2019,30/7,43.237499,43.985001,43.092499,43.862499,43.659863,19777200,43.53875,,
31,7,2019,31/7,43.544998,43.555,41.755001,42.18,41.985134,35941600,42.6550005,,
1,8,2019,1/8,42.285,43.195,40.705002,41.23,41.039524,42121200,41.950001,,
2,8,2019,2/8,40.297501,40.994999,39.82,40.297501,40.111332,42834800,40.4074995,,
5,8,2019,5/8,38.450001,38.462502,37.224998,37.697498,37.523342,58915600,37.84375,,
6,8,2019,6/8,38.450001,38.907501,37.607498,38.087502,37.911545,36127200,38.2574995,,
7,8,2019,7/8,37.474998,38.592499,37.299999,38.4725,38.294769,37256000,37.946249,,
8,8,2019,8/8,39.052502,39.577499,38.474998,39.564999,39.382225,30930000,39.0262485,,
9,8,2019,9/8,39.1525,39.1875,38.037498,38.544998,38.366928,34181600,38.612499,,
12,8,2019,12/8,38.02,38.544998,37.642502,37.862499,37.687584,27920000,38.09375,,
13,8,2019,13/8,37.8475,39.474998,37.455002,39.012501,38.832268,35195600,38.465,,
14,8,2019,14/8,38.125,38.237499,37.077499,37.517502,37.344177,41988000,37.657499,,
15,8,2019,15/8,37.7075,37.907501,36.8475,37.192501,37.020676,47720000,37.3775005,,
16,8,2019,16/8,39.837502,40.384998,39.220001,39.889999,39.705715,100796000,39.8024995,,
19,8,2019,19/8,41.029999,42.855,40.8675,42.695,42.497757,81511200,41.86125,,
20,8,2019,20/8,42.639999,42.645,41.755001,41.967499,41.773617,46318800,42.2000005,,
21,8,2019,21/8,42.6325,43.362499,42.415001,42.807499,42.609741,42724400,42.88875,,
22,8,2019,22/8,42.904999,43.3325,42.474998,42.869999,42.671951,30348800,42.903749,,
23,8,2019,23/8,42.099998,42.647499,40.41,40.610001,40.422394,56805600,41.5287495,,
26,8,2019,26/8,41.4025,41.645,40.977501,41.362499,41.17141,31820800,41.3112505,,
27,8,2019,27/8,41.747501,41.775002,40.154999,40.450001,40.26313,29096800,40.9650005,,
28,8,2019,28/8,40.145,40.834999,39.75,40.305,40.158516,25561200,40.2924995,,
29,8,2019,29/8,41.224998,42.075001,41.189999,41.75,41.598263,35797600,41.6325,,
30,8,2019,30/8,42.215,42.715,41.695,41.877499,41.725296,29061600,42.205,,
3,9,2019,3/9,41.145,41.477501,40.8125,41.0425,40.89333,29614000,41.1450005,,
4,9,2019,4/9,41.6525,42.264999,41.6525,42.189999,42.036663,22772800,41.9587495,,
5,9,2019,5/9,43.217499,44.997501,43.200001,44.935001,44.771687,69567600,44.098751,,
6,9,2019,6/9,44.700001,45.272499,44.279999,44.662498,44.500175,37697600,44.776249,,
9,9,2019,9/9,44.974998,45.994999,44.959999,45.125,44.960999,41752400,45.477499,,
10,9,2019,10/9,44.794998,46.0625,44.697498,45.794998,45.628559,35281200,45.379999,,
11,9,2019,11/9,45.942501,46.567501,45.650002,46.0825,45.915024,36151200,46.1087515,,
12,9,2019,12/9,46.549999,47.099998,45.987499,46.067501,45.900063,32784000,46.5437485,,
13,9,2019,13/9,45.397499,45.77,45.044998,45.485001,45.319687,32459200,45.407499,,
16,9,2019,16/9,44.73,45.400002,44.625,45.052502,44.888763,23183200,45.012501,,
17,9,2019,17/9,45.119999,45.310001,44.6525,45.267502,45.102982,22304800,44.9812505,,
18,9,2019,18/9,45.197498,45.355,44.125,44.994999,44.83147,25815200,44.74,,
19,9,2019,19/9,45.055,45.240002,44.127499,44.235001,44.074238,24547600,44.6837505,,
20,9,2019,20/9,44.224998,44.462502,43.07,43.172501,43.015598,35024400,43.766251,,
23,9,2019,23/9,43.174999,44.1675,43.137501,43.709999,43.55114,24971200,43.6525005,,
24,9,2019,24/9,44.025002,44.322498,42.775002,43.1325,42.975735,31726800,43.54875,,
25,9,2019,25/9,43.127499,44.755001,42.677502,44.557499,44.395557,30843200,43.7162515,,
26,9,2019,26/9,44.459999,44.547501,43.822498,44.334999,44.173866,23456400,44.1849995,,
27,9,2019,27/9,43.915001,44.424999,42.330002,42.939999,42.783936,36205600,43.3775005,,
30,9,2019,30/9,43.200001,43.619999,42.884998,43.517502,43.359337,18618400,43.2524985,,
1,10,2019,1/10,43.75,45.25,43.452499,43.5,43.341908,36600800,44.3512495,,
2,10,2019,2/10,43.279999,43.400002,42.532501,43.259998,43.102772,29337200,42.9662515,,
3,10,2019,3/10,43.305,45.389999,43,45.327499,45.162754,45058800,44.1949995,,
4,10,2019,4/10,45.349998,45.787498,44.695,45.4925,45.32716,26552400,45.241249,,
7,10,2019,7/10,46.145,47.084999,46.057499,46.0825,45.915024,48098400,46.571249,,
8,10,2019,8/10,45.16,45.16,44.125,44.307499,44.146465,44443600,44.6425,,
9,10,2019,9/10,45.080002,45.674999,44.790001,45.177502,45.013306,29241200,45.2325,,
10,10,2019,10/10,45.154999,46.27,45.102501,45.7575,45.59119,30912400,45.6862505,,
11,10,2019,11/10,46.602501,47.334999,46.412498,46.497501,46.328514,44640400,46.8737485,,
14,10,2019,14/10,46.41,46.842499,46.0975,46.6325,46.463013,20004000,46.4699995,,
15,10,2019,15/10,47.540001,49.822498,47.400002,49.092499,48.91407,66412400,48.61125,,
16,10,2019,16/10,48.75,49.805,48.4375,48.552502,48.376045,42894400,49.12125,,
17,10,2019,17/10,49,49.452499,48.025002,48.572498,48.395969,26343600,48.7387505,,
18,10,2019,18/10,48.577499,48.904999,46.875,47.622501,47.449421,30744000,47.8899995,,
21,10,2019,21/10,48.240002,49.137501,48.049999,49.002499,48.824406,26186800,48.59375,,
22,10,2019,22/10,49.575001,50.6325,48.825001,48.9025,48.724766,32872000,49.7287505,,
23,10,2019,23/10,48.077499,48.915001,47.7575,48.772499,48.595242,27991600,48.3362505,,
24,10,2019,24/10,49.1875,49.552502,48.845001,49.215,49.036125,23202000,49.1987515,,
25,10,2019,25/10,50.025002,51.345001,49.947498,51.134998,50.949154,42309200,50.6462495,,
28,10,2019,28/10,51.575001,52.224998,51.279999,51.697498,51.509605,33079200,51.7524985,,
29,10,2019,29/10,51.557499,51.622501,50.535,50.73,50.54562,21123600,51.0787505,,
30,10,2019,30/10,51,51.057499,50.064999,50.75,50.565548,20596000,50.561249,,
31,10,2019,31/10,50.540001,50.75,49.452499,50.255001,50.072353,20973200,50.1012495,,
1,11,2019,1/11,49.900002,50.9725,49.647499,50.647499,50.463425,28364000,50.3099995,,
4,11,2019,4/11,51.462502,52.75,51.23,52.625,52.433743,37671600,51.99,,
5,11,2019,5/11,52.622501,52.884998,51.919998,52.4025,52.21204,30086800,52.402498,,
6,11,2019,6/11,52.16,52.4175,51.0275,51.907501,51.718845,26901200,51.7225,,
7,11,2019,7/11,52.7775,52.924999,51.634998,52.084999,51.895695,28034000,52.2799985,,
8,11,2019,8/11,51.915001,52.262501,51.537498,51.945,51.75621,18910000,51.8999995,,
11,11,2019,11/11,51.9375,52.2775,51.07,52.044998,51.855843,24343600,51.67375,,
12,11,2019,12/11,52.43,52.965,52.077499,52.4025,52.21204,28350400,52.5212495,,
13,11,2019,13/11,52.087502,52.365002,51.474998,52.142502,51.952991,30018800,51.92,,
14,11,2019,14/11,52.232498,52.470001,51.630001,52.447498,52.256882,51808000,52.050001,,
15,11,2019,15/11,52.424999,52.945,50.16,51.047501,50.861973,105362800,51.5525,,
18,11,2019,18/11,50.9725,53.337502,50.942501,53.07,52.877117,57458800,52.1400015,,
19,11,2019,19/11,52.7575,52.994999,51.412498,51.997501,51.808517,41456400,52.2037485,,
20,11,2019,20/11,51.767502,53.637501,51.639999,52.794998,52.603115,47258800,52.63875,,
21,11,2019,21/11,52.75,53.310001,52.327499,52.544998,52.354027,28838800,52.81875,,
22,11,2019,22/11,52.772499,53.240002,52.485001,52.7225,52.530884,22410000,52.8625015,,
25,11,2019,25/11,54.009998,55.352501,53.880001,55.302502,55.101509,50647600,54.616251,,
26,11,2019,26/11,55.125,55.172501,54.185001,54.25,54.052826,38524400,54.678751,,
27,11,2019,27/11,54.6675,55.012501,54.294998,54.560001,54.401821,21578400,54.6537495,,
29,11,2019,29/11,54.25,54.535,53.945,54.185001,54.027905,14155600,54.24,,
2,12,2019,2/12,54.115002,54.25,52.16,52.3125,52.160831,37203600,53.205,,
3,12,2019,3/12,50.467499,51.955002,50.092499,51.915001,51.764481,46523200,51.0237505,,
4,12,2019,4/12,52.755001,52.98,52.067501,52.355,52.203209,27342400,52.5237505,,
5,12,2019,5/12,52.575001,52.732498,51.877499,52.185001,52.033699,18488400,52.3049985,,
6,12,2019,6/12,52.880001,53.372501,52.779999,53.0425,52.888714,23223600,53.07625,,
9,12,2019,9/12,52.8125,53.592499,52.724998,53.0425,52.888714,21188000,53.1587485,,
10,12,2019,10/12,53.345001,54.014999,52.814999,53.494999,53.339901,25638800,53.414999,,
11,12,2019,11/12,53.599998,54.389999,53.575001,54.334999,54.177467,23379600,53.9825,,
12,12,2019,12/12,54.044998,56.200001,53.955002,56.017502,55.855087,40434800,55.0775015,,
13,12,2019,13/12,56.047501,57.244999,55.455002,55.997501,55.835152,45470400,56.3500005,,
16,12,2019,16/12,56.474998,57.014999,56.192501,56.287498,56.124306,32097600,56.60375,,
17,12,2019,17/12,56.474998,57.299999,56.380001,57.072498,56.907028,32119600,56.84,,
18,12,2019,18/12,57.422501,57.985001,57.337502,57.377499,57.211136,34354800,57.6612515,,
19,12,2019,19/12,57.724998,59,57.674999,58.865002,58.69434,44536000,58.3374995,,
20,12,2019,20/12,59.532501,60.0975,59.34,59.842499,59.668995,60304400,59.71875,,
23,12,2019,23/12,60.130001,60.452499,59.5975,59.705002,59.531898,35506000,60.0249995,,
24,12,2019,24/12,59.549999,59.827499,59.205002,59.654999,59.482044,13886400,59.5162505,,
26,12,2019,26/12,59.689999,60.080002,59.5,59.797501,59.62413,18285200,59.790001,,
27,12,2019,27/12,59.950001,60.084999,58.952499,59.217499,59.045807,25464400,59.518749,,
30,12,2019,30/12,58.997501,59.049999,57.764999,58.080002,57.91161,25805600,58.407499,,
31,12,2019,31/12,57.724998,58.919998,57.532501,58.825001,58.654453,23100400,58.2262495,,
2,1,2020,2/1,59.6875,59.977501,59.18,59.977501,59.803604,23753600,59.5787505,,
3,1,2020,3/1,58.775002,59.4575,58.525002,59.017502,58.846394,20538400,58.991251,,
6,1,2020,6/1,58.080002,59.317501,57.817501,59.264999,59.09317,26263600,58.567501,,
7,1,2020,7/1,59.549999,60.442501,59.0975,59.982498,59.808594,31485600,59.7700005,,
8,1,2020,8/1,59.939999,60.509998,59.537498,60.095001,59.920765,27710800,60.023748,,
9,1,2020,9/1,60.962502,61.482498,60.215,60.755001,60.578857,25511200,60.848749,,
10,1,2020,10/1,61.8325,62.137501,60.9375,61.080002,60.902916,31629600,61.5375005,,
13,1,2020,13/1,61.915001,63.247501,61.6875,62.994999,62.812355,31984000,62.4675005,,
14,1,2020,14/1,62.564999,62.82,61.6875,61.82,61.640766,35908800,62.25375,,
15,1,2020,15/1,61.947498,62.172501,61.1325,61.392502,61.214504,26310400,61.6525005,,
16,1,2020,16/1,61.93,62.2925,61.695,62.232498,62.052071,28419200,61.99375,,
17,1,2020,17/1,62.424999,62.5,61.842499,62.32,62.139313,25379200,62.1712495,,
21,1,2020,21/1,61.952499,62.322498,61.642502,61.985001,61.80529,21791600,61.9825,,
22,1,2020,22/1,62.439999,63.397499,62.25,62.5275,62.34621,23924000,62.8237495,,
23,1,2020,23/1,62.93,63.299999,62.037498,63.215,63.031719,24451600,62.6687485,,
24,1,2020,24/1,64.375,64.875,62.075001,62.619999,62.438442,37351200,63.4750005,,
27,1,2020,27/1,59.560001,60.5625,58.057499,60.049999,59.8759,47053600,59.3099995,,
28,1,2020,28/1,60.712502,62.317501,60.177502,61.9925,61.812767,31097600,61.2475015,,
29,1,2020,29/1,61.8475,62.209999,60.985001,61.384998,61.207027,25884800,61.5975,,
30,1,2020,30/1,60.4025,61.587502,59.849998,61.452499,61.27433,29050400,60.71875,,
31,1,2020,31/1,60.9925,61.112499,58.6875,59.107498,58.936131,37042000,59.8999995,,
3,2,2020,3/2,58.924999,60.2775,58.862499,60.0825,59.908306,25556400,59.5699995,,
4,2,2020,4/2,61.5075,61.974998,61.005001,61.782501,61.603378,27154400,61.4899995,,
5,2,2020,5/2,62.997501,63.099998,61.852501,62.689999,62.508247,20822000,62.4762495,,
6,2,2020,6/2,63.035,63.5625,62.220001,63.5625,63.378212,21828400,62.8912505,,
7,2,2020,7/2,63.16,63.3825,62.642502,62.897499,62.715137,18975200,63.012501,,
10,2,2020,10/2,63.125,65.75,63.075001,65.7425,65.551895,52960800,64.4125005,,
11,2,2020,11/2,66.830002,68.125,66.207497,66.972504,66.778328,63855600,67.1662485,,
12,2,2020,12/2,67.502502,68.199997,67.112503,68.135002,67.937454,37464400,67.65625,,
13,2,2020,13/2,67.552498,68.370003,67.277496,67.695,67.498718,52801600,67.8237495,,
14,2,2020,14/2,71.815002,73.7425,71.5,72.447502,72.237457,104192400,72.62125,,
18,2,2020,18/2,71.410004,74.327499,71.214996,74.142502,73.927544,62016400,72.7712475,,
19,2,2020,19/2,75.372498,78.852501,75.372498,78.675003,78.446915,69433200,77.1124995,,
20,2,2020,20/2,78.192497,79.080002,74.087502,77.175003,76.951256,81005200,76.583752,,
21,2,2020,21/2,76.047501,76.300003,72.665001,73.517502,73.304359,76818000,74.482502,,
24,2,2020,24/2,67.547501,70.467499,67,68.32,68.121918,85691600,68.7337495,,
25,2,2020,25/2,69.074997,69.697502,64.489998,65.512497,65.322563,105549600,67.09375,,
26,2,2020,26/2,65.514999,68.862503,65.5,66.912498,66.718506,74773200,67.1812515,,
27,2,2020,27/2,63.724998,66.75,62.2225,63.150002,63.00457,90641600,64.48625,,
28,2,2020,28/2,60.615002,68.114998,60.447498,67.517502,67.362015,113325200,64.281248,,
2,3,2020,2/3,69.224998,69.397499,65.25,69.107498,68.948364,89074400,67.3237495,,
3,3,2020,3/3,69.667503,70.267502,65.614998,66.472504,66.319435,65279200,67.94125,,
4,3,2020,4/3,67.550003,71.222504,66.800003,71.127502,70.963707,59740800,69.0112535,,
5,3,2020,5/3,69.125,70.800003,67.875,68.322502,68.165161,54032800,69.3375015,,
6,3,2020,6/3,66.519997,67.097504,64.5,66.510002,66.356842,51541200,65.798752,,
9,3,2020,9/3,59.974998,64.849998,59.544998,61.360001,61.218693,61416000,62.197498,,
10,3,2020,10/3,64.135002,65.269997,61.497501,65.269997,65.119675,58064800,63.383749,,
11,3,2020,11/3,63.865002,64.150002,60.642502,61.6175,61.475605,49996400,62.396252,,
12,3,2020,12/3,56.365002,59.029999,53.950001,54.077499,53.952969,81654000,56.49,,
13,3,2020,13/3,57.625,60.255001,54.9025,60.209999,60.071342,63483600,57.5787505,,
16,3,2020,16/3,53.102501,56.525002,48.5,49.099998,48.986927,72697200,52.512501,,
17,3,2020,17/3,50.227501,55.215,47.75,54.317501,54.192413,83363200,51.4825,,
18,3,2020,18/3,50.025002,52.485001,45.169998,50.705002,50.588238,87426800,48.8274995,,
19,3,2020,19/3,50.490002,54.182499,48.3475,53.2425,53.119884,76551200,51.2649995,,
20,3,2020,20/3,54.75,57.580002,51.282501,51.4375,51.319046,80463600,54.4312515,,
23,3,2020,23/3,51.427502,54.119999,49.630001,53.172501,53.050053,64387600,51.875,,
24,3,2020,24/3,57.25,63.165001,57.012501,62.294998,62.151543,110164400,60.088751,,
25,3,2020,25/3,63.450001,65.455002,60.915001,61.404999,61.263588,79343200,63.1850015,,
26,3,2020,26/3,63.485001,65.555,62.5,64.309998,64.161903,69610800,64.0275,,
27,3,2020,27/3,62.5,65.779999,62.169998,63.182499,63.036999,63882800,63.9749985,,
30,3,2020,30/3,63.84,66.489998,63.397499,66.397499,66.244583,60225200,64.9437485,,
31,3,2020,31/3,66.800003,68.849998,64.4375,65.900002,65.748245,94996000,66.643749,,
1,4,2020,1/4,63.912498,65.3825,60.32,60.767502,60.62756,65691200,62.85125,,
2,4,2020,2/4,61.060001,64,60.577499,63.8675,63.720417,67576400,62.2887495,,
3,4,2020,3/4,63.490002,63.907501,59.5975,60.977501,60.837074,66321200,61.7525005,,
6,4,2020,6/4,63.810001,67.470001,63.232498,67.099998,66.945473,72788400,65.3512495,,
7,4,2020,7/4,69.324997,69.5625,64.324997,64.7575,64.608368,78452000,66.9437485,,
8,4,2020,8/4,65.852501,66.987503,65.150002,66.737503,66.583817,54244400,66.0687525,,
9,4,2020,9/4,68,68.230003,65.105003,65.737503,65.586113,52556400,66.667503,,
13,4,2020,13/4,65.137497,67.550003,64.25,67.462502,67.307144,39840800,65.9000015,,
14,4,2020,14/4,68.75,71.330002,68.472504,70.987503,70.82402,53094800,69.901253,,
15,4,2020,15/4,69.300003,71.042503,68.845001,70.209999,70.048317,36614800,69.943752,,
16,4,2020,16/4,71.769997,74.75,71.637497,73.675003,73.505341,74562000,73.1937485,,
17,4,2020,17/4,74.5,74.714996,71.735001,73.080002,72.911697,53912000,73.2249985,,
20,4,2020,20/4,71.809998,73.375,71.317497,71.762497,71.597237,44938800,72.3462485,,
21,4,2020,21/4,70.577499,71.192497,66.777496,67.377502,67.222343,73516000,68.9849965,,
22,4,2020,22/4,69.307503,71.967499,68.849998,71.537498,71.372772,48335600,70.4087485,,
23,4,2020,23/4,71.959999,73.285004,70.75,71.002502,70.838989,42416000,72.017502,,
24,4,2020,24/4,70.900002,72.417503,70.150002,72.397499,72.230774,35232800,71.2837525,,
27,4,2020,27/4,73.747498,75.875,73.5,74.269997,74.098961,47938800,74.6875,,
28,4,2020,28/4,75.75,76.050003,72.785004,72.839996,72.672256,44290400,74.4175035,,
29,4,2020,29/4,74.192497,75.144997,73.4375,74.614998,74.443176,37916000,74.2912485,,
30,4,2020,30/4,74.072502,74.614998,72.93,73.07,72.901718,37591600,73.772499,,
1,5,2020,1/5,71.087502,72.224998,70.209999,70.695,70.532196,34209600,71.2174985,,
4,5,2020,4/5,70.220001,72.959999,70.220001,72.822502,72.6548,31755600,71.59,,
5,5,2020,5/5,73.8675,75.067497,72.822502,73.434998,73.265869,36889600,73.9449995,,
6,5,2020,6/5,74.232498,75.5,73.852501,74.447502,74.276062,32346400,74.6762505,,
7,5,2020,7/5,75.845001,76.852501,75.330002,76.217499,76.041985,37373200,76.0912515,,
8,5,2020,8/5,76.9375,78.1875,76.597504,78.125,77.945091,33921600,77.392502,,
11,5,2020,11/5,78.074997,81.125,77.787498,80.654999,80.469254,46906000,79.456249,,
12,5,2020,12/5,81.235001,81.724998,77.927498,78.025002,77.845322,49306000,79.826248,,
13,5,2020,13/5,79.175003,80.785004,75.947502,77.800003,77.620827,62585200,78.366253,,
14,5,2020,14/5,78.417503,80.360001,76.875,80.305,80.120064,60231200,78.6175005,,
15,5,2020,15/5,78.897499,85.004997,78.739998,84.907501,84.711967,98766000,81.8724975,,
18,5,2020,18/5,87.605003,89.165001,86.805,87.502502,87.301003,77446000,87.9850005,,
19,5,2020,19/5,87.902496,90.875,87.627502,88.055,87.852226,71732000,89.251251,,
20,5,2020,20/5,89.910004,90.43,88.887497,89.699997,89.493423,58753600,89.6587485,,
21,5,2020,21/5,90.514999,90.525002,87.375,87.752502,87.55043,76106800,88.950001,,
22,5,2020,22/5,88.252502,90.93,87.1325,90.262497,90.054626,103876400,89.03125,,
26,5,2020,26/5,91.567497,91.817497,86.720001,87.177498,86.976738,77078000,89.268749,,
27,5,2020,27/5,86.25,86.327499,79.967499,85.252502,85.056175,117589200,83.147499,,
28,5,2020,28/5,84.122498,87.605003,83.792503,84.870003,84.674568,73489600,85.698753,,
29,5,2020,29/5,85.544998,88.754997,84.849998,88.754997,88.550598,74525600,86.8024975,,
1,6,2020,1/6,88.332497,88.407501,86.894997,88.0625,87.859703,38987600,87.651249,,
2,6,2020,2/6,87.962502,88.372498,86.580002,88.252502,88.049263,39132000,87.47625,,
3,6,2020,3/6,88.222504,88.662498,87,87.695,87.493042,36544000,87.831249,,
4,6,2020,4/6,87.279999,89.432503,86.775002,87.665001,87.503036,42428000,88.1037525,,
5,6,2020,5/6,87.945,89.970001,87.080002,89.199997,89.035194,48174800,88.5250015,,
8,6,2020,8/6,88.772499,88.897499,86.857498,88.050003,87.887321,38773600,87.8774985,,
9,6,2020,9/6,88,91.097504,87.512497,90.459999,90.29287,46848800,89.3050005,,
10,6,2020,10/6,91.677498,95,91.535004,93.667503,93.494453,63218000,93.267502,,
