Country/Currency,currency,value,date,Day,Month,Year
Sri Lanka Rupee,LKR,230.619535,3/1/2022,3,1,2022
St Helena Pound,SHP,1.565413,3/1/2022,3,1,2022
Sudan Pound,SDG,497.217996,3/1/2022,3,1,2022
Suriname Dollar,SRD,23.648191,3/1/2022,3,1,2022
Swaziland Lilangeni,SZL,18.127118,3/1/2022,3,1,2022
Sweden Krona,SEK,10.289033,3/1/2022,3,1,2022
Syria Pound,SYP,2855.436893,3/1/2022,3,1,2022
Taiwan Dollar,TWD,31.432627,3/1/2022,3,1,2022
Tanzania Shilling,TZS,2613.94005,3/1/2022,3,1,2022
Thailand Baht,THB,37.736769,3/1/2022,3,1,2022
Tonga Pa'anga,TOP,2.585075,3/1/2022,3,1,2022
Trinidad/Tobago Dollar,TTD,7.721072,3/1/2022,3,1,2022
Tunisia Dinar,TND,3.268338,3/1/2022,3,1,2022
Turkish New Lira,TRY,15.263419,3/1/2022,3,1,2022
Uganda Shilling,UGX,4029.690953,3/1/2022,3,1,2022
Ukraine Hryvnia,UAH,31.012724,3/1/2022,3,1,2022
Uruguay Peso,UYU,50.717114,3/1/2022,3,1,2022
United Arab Emirates Dirham,AED,4.174325,3/1/2022,3,1,2022
Vanuatu Vatu,VUV,128.711137,3/1/2022,3,1,2022
Vietnam Dong,VND,25974.60602,3/1/2022,3,1,2022
Yemen Rial,YER,284.40822,3/1/2022,3,1,2022
Zambia Kwacha,ZMK,10229.82254,3/1/2022,3,1,2022
Australia Dollar,AUD,1.571186,4/1/2022,4,1,2022
Great Britain Pound,GBP,0.838957,4/1/2022,4,1,2022
Euro,EUR,1,4/1/2022,4,1,2022
Japan Yen,JPY,130.479888,4/1/2022,4,1,2022
Switzerland Franc,CHF,1.037437,4/1/2022,4,1,2022
USA Dollar,USD,1.130601,4/1/2022,4,1,2022
Afghanistan Afghani,AFN,117.780252,4/1/2022,4,1,2022
Albania Lek,ALL,120.565484,4/1/2022,4,1,2022
Algeria Dinar,DZD,157.246985,4/1/2022,4,1,2022
Angola Kwanza,AOA,626.583882,4/1/2022,4,1,2022
Argentina Peso,ARS,116.60619,4/1/2022,4,1,2022
Armenia Dram,AMD,544.254209,4/1/2022,4,1,2022
Aruba Florin,AWG,2.035648,4/1/2022,4,1,2022
Azerbaijan New Manat,AZN,1.921476,4/1/2022,4,1,2022
Bahamas Dollar,BSD,1.135481,4/1/2022,4,1,2022
Bahrain Dinar,BHD,0.426159,4/1/2022,4,1,2022
Bangladesh Taka,BDT,97.417737,4/1/2022,4,1,2022
Barbados Dollar,BBD,2.29259,4/1/2022,4,1,2022
Belarus Ruble,BYR,22159.7879,4/1/2022,4,1,2022
Belize Dollar,BZD,2.28879,4/1/2022,4,1,2022
Bermuda Dollar,BMD,1.130601,4/1/2022,4,1,2022
Bhutan Ngultrum,BTN,84.395701,4/1/2022,4,1,2022
Bolivia Boliviano,BOB,7.840278,4/1/2022,4,1,2022
Bosnia Mark,BAM,1.955668,4/1/2022,4,1,2022
Botswana Pula,BWP,13.352907,4/1/2022,4,1,2022
Brazil Real,BRL,6.424531,4/1/2022,4,1,2022
Brunei Dollar,BND,1.532853,4/1/2022,4,1,2022
Bulgaria Lev,BGN,1.957468,4/1/2022,4,1,2022
Burundi Franc,BIF,2265.012481,4/1/2022,4,1,2022
CFA Franc BCEAO,XOF,655.888211,4/1/2022,4,1,2022
CFA Franc BEAC,XAF,655.888211,4/1/2022,4,1,2022
CFP Franc,XPF,120.126623,4/1/2022,4,1,2022
Cambodia Riel,KHR,4616.756633,4/1/2022,4,1,2022
Canada Dollar,CAD,1.441749,4/1/2022,4,1,2022
Cape Verde Escudo,CVE,110.259775,4/1/2022,4,1,2022
Cayman Islands Dollar,KYD,0.946201,4/1/2022,4,1,2022
Chili Peso,CLP,962.650193,4/1/2022,4,1,2022
China Yuan/Renminbi,CNY,7.185764,4/1/2022,4,1,2022
Colombia Peso,COP,4595.702584,4/1/2022,4,1,2022
Comoros Franc,KMF,493.225047,4/1/2022,4,1,2022
Congo Franc,CDF,2265.163147,4/1/2022,4,1,2022
Costa Rica Colon,CRC,728.929669,4/1/2022,4,1,2022
Croatia Kuna,HRK,7.518155,4/1/2022,4,1,2022
Cuba Convertible Peso,CUC,1.130601,4/1/2022,4,1,2022
Cuba Peso,CUP,29.960938,4/1/2022,4,1,2022
Czech Koruna,CZK,24.826083,4/1/2022,4,1,2022
Denmark Krone,DKK,7.43755,4/1/2022,4,1,2022
Djibouti Franc,DJF,202.1388,4/1/2022,4,1,2022
Dominican Republich Peso,DOP,64.846633,4/1/2022,4,1,2022
East Caribbean Dollar,XCD,3.055507,4/1/2022,4,1,2022
Egypt Pound,EGP,17.801206,4/1/2022,4,1,2022
El Salvador Colon,SVC,9.936178,4/1/2022,4,1,2022
Ethiopia Birr,ETB,56.275742,4/1/2022,4,1,2022
Falkland Islands Pound,FKP,0.852902,4/1/2022,4,1,2022
Fiji Dollar,FJD,2.406142,4/1/2022,4,1,2022
Gambia Dalasi,GMD,59.86506,4/1/2022,4,1,2022
Georgia Lari,GEL,3.493987,4/1/2022,4,1,2022
Ghana New Cedi,GHS,6.983307,4/1/2022,4,1,2022
Gibraltar Pound,GIP,0.852902,4/1/2022,4,1,2022
Guatemala Quetzal,GTQ,8.763285,4/1/2022,4,1,2022
Guinea Franc,GNF,10477.39381,4/1/2022,4,1,2022
Guyana Dollar,GYD,237.562439,4/1/2022,4,1,2022
Haiti Gourde,HTG,113.491101,4/1/2022,4,1,2022
Honduras Lempira,HNL,27.849695,4/1/2022,4,1,2022
Hong Kong Dollar,HKD,8.81535,4/1/2022,4,1,2022
Hungary Forint,HUF,366.766267,4/1/2022,4,1,2022
Iceland Krona,ISK,147.600212,4/1/2022,4,1,2022
India Rupee,INR,84.19616,4/1/2022,4,1,2022
Indonesia Rupiah,IDR,16161.94735,4/1/2022,4,1,2022
Iran Rial,IRR,47767.91029,4/1/2022,4,1,2022
Iraq Dinar,IQD,1657.242835,4/1/2022,4,1,2022
Israel New Shekel,ILS,3.517516,4/1/2022,4,1,2022
Jamaica Dollar,JMD,174.771535,4/1/2022,4,1,2022
Jordan Dinar,JOD,0.801549,4/1/2022,4,1,2022
Kazakhstan Tenge,KZT,493.929119,4/1/2022,4,1,2022
Kenya Shilling,KES,128.481665,4/1/2022,4,1,2022
Kuwait Dinar,KWD,0.34203,4/1/2022,4,1,2022
Kyrgyzstan Som,KGS,95.87667,4/1/2022,4,1,2022
Laos Kip,LAK,12710.43557,4/1/2022,4,1,2022
Lebanon Pound,LBP,1717.042698,4/1/2022,4,1,2022
Lesotho Loti,LSL,17.897406,4/1/2022,4,1,2022
Liberia Dollar,LRD,164.785047,4/1/2022,4,1,2022
Libya Dinar,LYD,5.218653,4/1/2022,4,1,2022
Macau Pataca,MOP,9.119945,4/1/2022,4,1,2022
Macedonia Denar,MKD,61.624899,4/1/2022,4,1,2022
Malagasy Ariary,MGA,4512.085224,4/1/2022,4,1,2022
Malawi Kwacha,MWK,924.878,4/1/2022,4,1,2022
Malaysia Ringgit,MYR,4.726477,4/1/2022,4,1,2022
Maldives Rufiyaa,MVR,17.467832,4/1/2022,4,1,2022
Mauritania Ouguiya,MRO,403.624514,4/1/2022,4,1,2022
Mauritius Rupee,MUR,49.271546,4/1/2022,4,1,2022
Mexico Peso,MXN,23.193045,4/1/2022,4,1,2022
Moldova Leu,MDL,20.177152,4/1/2022,4,1,2022
Mongolia Tugrik,MNT,3231.693757,4/1/2022,4,1,2022
Morocco Dirham,MAD,10.497999,4/1/2022,4,1,2022
Mozambique New Metical,MZN,72.166573,4/1/2022,4,1,2022
Myanmar Kyat,MMK,2018.823067,4/1/2022,4,1,2022
NL Antilles Guilder,ANG,2.046385,4/1/2022,4,1,2022
Namibia Dollar,NAD,17.909023,4/1/2022,4,1,2022
Nepal Rupee,NPR,135.028824,4/1/2022,4,1,2022
New Zealand Dollar,NZD,1.665755,4/1/2022,4,1,2022
Nicaragua Cordoba Oro,NIO,40.201139,4/1/2022,4,1,2022
Nigeria Naira,NGN,466.677909,4/1/2022,4,1,2022
North Korea Won,KPW,1017.541193,4/1/2022,4,1,2022
Norway Kroner,NOK,10.016012,4/1/2022,4,1,2022
Oman Rial,OMR,0.435124,4/1/2022,4,1,2022
Pakistan Rupee,PKR,200.095701,4/1/2022,4,1,2022
Panama Balboa,PAB,1.135481,4/1/2022,4,1,2022
Papua New Guinea Kina,PGK,4.037966,4/1/2022,4,1,2022
Paraguay Guarani,PYG,7802.481682,4/1/2022,4,1,2022
Peru Nuevo Sol,PEN,4.532225,4/1/2022,4,1,2022
Philippines Peso,PHP,58.084639,4/1/2022,4,1,2022
Poland Zloty,PLN,4.576681,4/1/2022,4,1,2022
Qatar Rial,QAR,4.116502,4/1/2022,4,1,2022
Romania New Lei,RON,4.948308,4/1/2022,4,1,2022
Russia Rouble,RUB,84.112561,4/1/2022,4,1,2022
Rwanda Franc,RWF,1177.856467,4/1/2022,4,1,2022
Samoa Tala,WST,2.939757,4/1/2022,4,1,2022
Sao Tome/Principe Dobra,STD,23401.16679,4/1/2022,4,1,2022
Saudi Arabia Riyal,SAR,4.244493,4/1/2022,4,1,2022
Serbia Dinar,RSD,117.062758,4/1/2022,4,1,2022
Seychelles Rupee,SCR,15.215658,4/1/2022,4,1,2022
Sierra Leone Leone,SLL,12719.26604,4/1/2022,4,1,2022
Singapore Dollar,SGD,1.530385,4/1/2022,4,1,2022
Solomon Islands Dollar,SBD,9.143599,4/1/2022,4,1,2022
Somali Shilling,SOS,660.271567,4/1/2022,4,1,2022
South Africa Rand,ZAR,17.914262,4/1/2022,4,1,2022
South Korea Won,KRW,1350.893463,4/1/2022,4,1,2022
Sri Lanka Rupee,LKR,230.353641,4/1/2022,4,1,2022
St Helena Pound,SHP,1.557287,4/1/2022,4,1,2022
Sudan Pound,SDG,494.638811,4/1/2022,4,1,2022
Suriname Dollar,SRD,23.872632,4/1/2022,4,1,2022
Swaziland Lilangeni,SZL,17.952917,4/1/2022,4,1,2022
Sweden Krona,SEK,10.284007,4/1/2022,4,1,2022
Syria Pound,SYP,2840.627917,4/1/2022,4,1,2022
Taiwan Dollar,TWD,31.210816,4/1/2022,4,1,2022
Tanzania Shilling,TZS,2600.383271,4/1/2022,4,1,2022
Thailand Baht,THB,37.63881,4/1/2022,4,1,2022
Tonga Pa'anga,TOP,2.570533,4/1/2022,4,1,2022
Trinidad/Tobago Dollar,TTD,7.72019,4/1/2022,4,1,2022
Tunisia Dinar,TND,3.261784,4/1/2022,4,1,2022
Turkish New Lira,TRY,14.776169,4/1/2022,4,1,2022
Uganda Shilling,UGX,4025.373643,4/1/2022,4,1,2022
Ukraine Hryvnia,UAH,30.982509,4/1/2022,4,1,2022
Uruguay Peso,UYU,50.774594,4/1/2022,4,1,2022
United Arab Emirates Dirham,AED,4.152814,4/1/2022,4,1,2022
Vanuatu Vatu,VUV,128.043611,4/1/2022,4,1,2022
Vietnam Dong,VND,25839.89553,4/1/2022,4,1,2022
Yemen Rial,YER,282.932769,4/1/2022,4,1,2022
Zambia Kwacha,ZMK,10176.77216,4/1/2022,4,1,2022
Australia Dollar,AUD,1.560143,5/1/2022,5,1,2022
Great Britain Pound,GBP,0.833761,5/1/2022,5,1,2022
Euro,EUR,1,5/1/2022,5,1,2022
Japan Yen,JPY,130.933211,5/1/2022,5,1,2022
Switzerland Franc,CHF,1.034064,5/1/2022,5,1,2022
USA Dollar,USD,1.128764,5/1/2022,5,1,2022
Afghanistan Afghani,AFN,118.407933,5/1/2022,5,1,2022
Albania Lek,ALL,119.507864,5/1/2022,5,1,2022
Algeria Dinar,DZD,157.149869,5/1/2022,5,1,2022
Angola Kwanza,AOA,624.689461,5/1/2022,5,1,2022
Argentina Peso,ARS,116.383778,5/1/2022,5,1,2022
Armenia Dram,AMD,544.404583,5/1/2022,5,1,2022
Aruba Florin,AWG,2.031775,5/1/2022,5,1,2022
Azerbaijan New Manat,AZN,1.922897,5/1/2022,5,1,2022
Bahamas Dollar,BSD,1.128303,5/1/2022,5,1,2022
Bahrain Dinar,BHD,0.425581,5/1/2022,5,1,2022
Bangladesh Taka,BDT,96.804052,5/1/2022,5,1,2022
Barbados Dollar,BBD,2.27822,5/1/2022,5,1,2022
Belarus Ruble,BYR,22123.76894,5/1/2022,5,1,2022
Belize Dollar,BZD,2.274318,5/1/2022,5,1,2022
Bermuda Dollar,BMD,1.128764,5/1/2022,5,1,2022
Bhutan Ngultrum,BTN,83.992725,5/1/2022,5,1,2022
Bolivia Boliviano,BOB,7.77975,5/1/2022,5,1,2022
Bosnia Mark,BAM,1.95705,5/1/2022,5,1,2022
Botswana Pula,BWP,13.259366,5/1/2022,5,1,2022
Brazil Real,BRL,6.408442,5/1/2022,5,1,2022
Brunei Dollar,BND,1.53183,5/1/2022,5,1,2022
Bulgaria Lev,BGN,1.957186,5/1/2022,5,1,2022
Burundi Franc,BIF,2263.171262,5/1/2022,5,1,2022
CFA Franc BCEAO,XOF,655.242843,5/1/2022,5,1,2022
CFA Franc BEAC,XAF,656.377845,5/1/2022,5,1,2022
CFP Franc,XPF,119.790067,5/1/2022,5,1,2022
Cambodia Riel,KHR,4599.712629,5/1/2022,5,1,2022
Canada Dollar,CAD,1.434489,5/1/2022,5,1,2022
Cape Verde Escudo,CVE,110.788406,5/1/2022,5,1,2022
Cayman Islands Dollar,KYD,0.940286,5/1/2022,5,1,2022
Chili Peso,CLP,956.547854,5/1/2022,5,1,2022
China Yuan/Renminbi,CNY,7.173066,5/1/2022,5,1,2022
Colombia Peso,COP,4605.694613,5/1/2022,5,1,2022
Comoros Franc,KMF,492.197722,5/1/2022,5,1,2022
Congo Franc,CDF,2263.171061,5/1/2022,5,1,2022
Costa Rica Colon,CRC,724.331581,5/1/2022,5,1,2022
Croatia Kuna,HRK,7.515985,5/1/2022,5,1,2022
Cuba Convertible Peso,CUC,1.128764,5/1/2022,5,1,2022
Cuba Peso,CUP,29.912239,5/1/2022,5,1,2022
Czech Koruna,CZK,24.669699,5/1/2022,5,1,2022
Denmark Krone,DKK,7.438542,5/1/2022,5,1,2022
Djibouti Franc,DJF,200.603861,5/1/2022,5,1,2022
Dominican Republich Peso,DOP,64.792183,5/1/2022,5,1,2022
East Caribbean Dollar,XCD,3.05054,5/1/2022,5,1,2022
Egypt Pound,EGP,17.753744,5/1/2022,5,1,2022
El Salvador Colon,SVC,9.873155,5/1/2022,5,1,2022
Ethiopia Birr,ETB,55.704805,5/1/2022,5,1,2022
Falkland Islands Pound,FKP,0.851516,5/1/2022,5,1,2022
Fiji Dollar,FJD,2.39558,5/1/2022,5,1,2022
Gambia Dalasi,GMD,59.541586,5/1/2022,5,1,2022
Georgia Lari,GEL,3.493469,5/1/2022,5,1,2022
Ghana New Cedi,GHS,6.981415,5/1/2022,5,1,2022
Gibraltar Pound,GIP,0.851516,5/1/2022,5,1,2022
Guatemala Quetzal,GTQ,8.707829,5/1/2022,5,1,2022
Guinea Franc,GNF,10299.9686,5/1/2022,5,1,2022
Guyana Dollar,GYD,235.957106,5/1/2022,5,1,2022
Haiti Gourde,HTG,111.470496,5/1/2022,5,1,2022
Honduras Lempira,HNL,27.620947,5/1/2022,5,1,2022
Hong Kong Dollar,HKD,8.797087,5/1/2022,5,1,2022
Hungary Forint,HUF,362.807266,5/1/2022,5,1,2022
Iceland Krona,ISK,147.608354,5/1/2022,5,1,2022
India Rupee,INR,84.168242,5/1/2022,5,1,2022
Indonesia Rupiah,IDR,16196.96927,5/1/2022,5,1,2022
Iran Rial,IRR,47718.48623,5/1/2022,5,1,2022
Iraq Dinar,IQD,1647.995033,5/1/2022,5,1,2022
Israel New Shekel,ILS,3.483162,5/1/2022,5,1,2022
Jamaica Dollar,JMD,174.1034,5/1/2022,5,1,2022
Jordan Dinar,JOD,0.800336,5/1/2022,5,1,2022
Kazakhstan Tenge,KZT,490.802944,5/1/2022,5,1,2022
Kenya Shilling,KES,127.697215,5/1/2022,5,1,2022
Kuwait Dinar,KWD,0.341756,5/1/2022,5,1,2022
Kyrgyzstan Som,KGS,95.716995,5/1/2022,5,1,2022
Laos Kip,LAK,12670.37313,5/1/2022,5,1,2022
Lebanon Pound,LBP,1710.149569,5/1/2022,5,1,2022
Lesotho Loti,LSL,18.071661,5/1/2022,5,1,2022
Liberia Dollar,LRD,164.94062,5/1/2022,5,1,2022
Libya Dinar,LYD,5.192771,5/1/2022,5,1,2022
Macau Pataca,MOP,9.058908,5/1/2022,5,1,2022
Macedonia Denar,MKD,61.619843,5/1/2022,5,1,2022
Malagasy Ariary,MGA,4469.904457,5/1/2022,5,1,2022
Malawi Kwacha,MWK,918.813588,5/1/2022,5,1,2022
Malaysia Ringgit,MYR,4.731213,5/1/2022,5,1,2022
Maldives Rufiyaa,MVR,17.439891,5/1/2022,5,1,2022
Mauritania Ouguiya,MRO,402.968454,5/1/2022,5,1,2022
Mauritius Rupee,MUR,48.646171,5/1/2022,5,1,2022
Mexico Peso,MXN,23.188078,5/1/2022,5,1,2022
Moldova Leu,MDL,20.142958,5/1/2022,5,1,2022
Mongolia Tugrik,MNT,3226.440898,5/1/2022,5,1,2022
Morocco Dirham,MAD,10.472103,5/1/2022,5,1,2022
Mozambique New Metical,MZN,72.048944,5/1/2022,5,1,2022
Myanmar Kyat,MMK,2006.168208,5/1/2022,5,1,2022
NL Antilles Guilder,ANG,2.033468,5/1/2022,5,1,2022
Namibia Dollar,NAD,18.071471,5/1/2022,5,1,2022
Nepal Rupee,NPR,134.38876,5/1/2022,5,1,2022
New Zealand Dollar,NZD,1.658047,5/1/2022,5,1,2022
Nicaragua Cordoba Oro,NIO,39.947086,5/1/2022,5,1,2022
Nigeria Naira,NGN,465.886287,5/1/2022,5,1,2022
North Korea Won,KPW,1015.887262,5/1/2022,5,1,2022
Norway Kroner,NOK,10.005476,5/1/2022,5,1,2022
Oman Rial,OMR,0.434572,5/1/2022,5,1,2022
Pakistan Rupee,PKR,199.448655,5/1/2022,5,1,2022
Panama Balboa,PAB,1.128303,5/1/2022,5,1,2022
Papua New Guinea Kina,PGK,3.978916,5/1/2022,5,1,2022
Paraguay Guarani,PYG,7761.839076,5/1/2022,5,1,2022
Peru Nuevo Sol,PEN,4.46708,5/1/2022,5,1,2022
Philippines Peso,PHP,57.804163,5/1/2022,5,1,2022
Poland Zloty,PLN,4.564552,5/1/2022,5,1,2022
Qatar Rial,QAR,4.109772,5/1/2022,5,1,2022
Romania New Lei,RON,4.947707,5/1/2022,5,1,2022
Russia Rouble,RUB,85.099413,5/1/2022,5,1,2022
Rwanda Franc,RWF,1142.873268,5/1/2022,5,1,2022
Samoa Tala,WST,2.934979,5/1/2022,5,1,2022
Sao Tome/Principe Dobra,STD,23363.13007,5/1/2022,5,1,2022
Saudi Arabia Riyal,SAR,4.238554,5/1/2022,5,1,2022
Serbia Dinar,RSD,117.588933,5/1/2022,5,1,2022
Seychelles Rupee,SCR,15.337613,5/1/2022,5,1,2022
Sierra Leone Leone,SLL,12709.87965,5/1/2022,5,1,2022
Singapore Dollar,SGD,1.530914,5/1/2022,5,1,2022
Solomon Islands Dollar,SBD,9.12136,5/1/2022,5,1,2022
Somali Shilling,SOS,659.197569,5/1/2022,5,1,2022
South Africa Rand,ZAR,18.106954,5/1/2022,5,1,2022
South Korea Won,KRW,1353.833563,5/1/2022,5,1,2022
Sri Lanka Rupee,LKR,228.912684,5/1/2022,5,1,2022
St Helena Pound,SHP,1.554759,5/1/2022,5,1,2022
Sudan Pound,SDG,493.837247,5/1/2022,5,1,2022
Suriname Dollar,SRD,24.051688,5/1/2022,5,1,2022
Swaziland Lilangeni,SZL,18.071087,5/1/2022,5,1,2022
Sweden Krona,SEK,10.273669,5/1/2022,5,1,2022
Syria Pound,SYP,2836.010704,5/1/2022,5,1,2022
Taiwan Dollar,TWD,31.145412,5/1/2022,5,1,2022
Tanzania Shilling,TZS,2596.156431,5/1/2022,5,1,2022
Thailand Baht,THB,37.46374,5/1/2022,5,1,2022
Tonga Pa'anga,TOP,2.572785,5/1/2022,5,1,2022
Trinidad/Tobago Dollar,TTD,7.666079,5/1/2022,5,1,2022
Tunisia Dinar,TND,3.254786,5/1/2022,5,1,2022
Turkish New Lira,TRY,15.174423,5/1/2022,5,1,2022
Uganda Shilling,UGX,3997.592277,5/1/2022,5,1,2022
Ukraine Hryvnia,UAH,30.795099,5/1/2022,5,1,2022
Uruguay Peso,UYU,50.442565,5/1/2022,5,1,2022
United Arab Emirates Dirham,AED,4.14606,5/1/2022,5,1,2022
Vanuatu Vatu,VUV,127.835486,5/1/2022,5,1,2022
Vietnam Dong,VND,25684.4541,5/1/2022,5,1,2022
Yemen Rial,YER,282.47318,5/1/2022,5,1,2022
Zambia Kwacha,ZMK,10160.22356,5/1/2022,5,1,2022
Australia Dollar,AUD,1.56898,6/1/2022,6,1,2022
Great Britain Pound,GBP,0.835009,6/1/2022,6,1,2022
Euro,EUR,1,6/1/2022,6,1,2022
Japan Yen,JPY,131.201902,6/1/2022,6,1,2022
Switzerland Franc,CHF,1.037936,6/1/2022,6,1,2022
USA Dollar,USD,1.131548,6/1/2022,6,1,2022
Afghanistan Afghani,AFN,119.095539,6/1/2022,6,1,2022
Albania Lek,ALL,120.969385,6/1/2022,6,1,2022
Algeria Dinar,DZD,157.382508,6/1/2022,6,1,2022
Angola Kwanza,AOA,625.353428,6/1/2022,6,1,2022
Argentina Peso,ARS,116.659561,6/1/2022,6,1,2022
Armenia Dram,AMD,546.72359,6/1/2022,6,1,2022
Aruba Florin,AWG,2.037352,6/1/2022,6,1,2022
Azerbaijan New Manat,AZN,1.924726,6/1/2022,6,1,2022
Bahamas Dollar,BSD,1.131863,6/1/2022,6,1,2022
Bahrain Dinar,BHD,0.426678,6/1/2022,6,1,2022
Bangladesh Taka,BDT,97.088581,6/1/2022,6,1,2022
Barbados Dollar,BBD,2.285326,6/1/2022,6,1,2022
Belarus Ruble,BYR,22178.3433,6/1/2022,6,1,2022
Belize Dollar,BZD,2.281576,6/1/2022,6,1,2022
Bermuda Dollar,BMD,1.131548,6/1/2022,6,1,2022
Bhutan Ngultrum,BTN,84.104918,6/1/2022,6,1,2022
Bolivia Boliviano,BOB,7.815511,6/1/2022,6,1,2022
Bosnia Mark,BAM,1.955879,6/1/2022,6,1,2022
Botswana Pula,BWP,13.347765,6/1/2022,6,1,2022
Brazil Real,BRL,6.46046,6/1/2022,6,1,2022
Brunei Dollar,BND,1.533884,6/1/2022,6,1,2022
Bulgaria Lev,BGN,1.956327,6/1/2022,6,1,2022
Burundi Franc,BIF,2270.451318,6/1/2022,6,1,2022
CFA Franc BCEAO,XOF,655.735202,6/1/2022,6,1,2022
CFA Franc BEAC,XAF,655.950118,6/1/2022,6,1,2022
CFP Franc,XPF,119.435231,6/1/2022,6,1,2022
Cambodia Riel,KHR,4612.190398,6/1/2022,6,1,2022
Canada Dollar,CAD,1.444563,6/1/2022,6,1,2022
Cape Verde Escudo,CVE,110.496108,6/1/2022,6,1,2022
Cayman Islands Dollar,KYD,0.94329,6/1/2022,6,1,2022
Chili Peso,CLP,948.825437,6/1/2022,6,1,2022
China Yuan/Renminbi,CNY,7.20547,6/1/2022,6,1,2022
Colombia Peso,COP,4558.633995,6/1/2022,6,1,2022
Comoros Franc,KMF,491.435095,6/1/2022,6,1,2022
Congo Franc,CDF,2268.754077,6/1/2022,6,1,2022
Costa Rica Colon,CRC,726.619533,6/1/2022,6,1,2022
Croatia Kuna,HRK,7.519478,6/1/2022,6,1,2022
Cuba Convertible Peso,CUC,1.131548,6/1/2022,6,1,2022
Cuba Peso,CUP,29.986025,6/1/2022,6,1,2022
Czech Koruna,CZK,24.633859,6/1/2022,6,1,2022
Denmark Krone,DKK,7.438956,6/1/2022,6,1,2022
Djibouti Franc,DJF,201.099121,6/1/2022,6,1,2022
Dominican Republich Peso,DOP,64.852866,6/1/2022,6,1,2022
East Caribbean Dollar,XCD,3.058066,6/1/2022,6,1,2022
Egypt Pound,EGP,17.777529,6/1/2022,6,1,2022
El Salvador Colon,SVC,9.903896,6/1/2022,6,1,2022
Ethiopia Birr,ETB,55.841625,6/1/2022,6,1,2022
Falkland Islands Pound,FKP,0.853616,6/1/2022,6,1,2022
Fiji Dollar,FJD,2.404541,6/1/2022,6,1,2022
Gambia Dalasi,GMD,59.745541,6/1/2022,6,1,2022
Georgia Lari,GEL,3.502097,6/1/2022,6,1,2022
Ghana New Cedi,GHS,6.987309,6/1/2022,6,1,2022
Gibraltar Pound,GIP,0.853616,6/1/2022,6,1,2022
Guatemala Quetzal,GTQ,8.738131,6/1/2022,6,1,2022
Guinea Franc,GNF,10297.08798,6/1/2022,6,1,2022
Guyana Dollar,GYD,236.804376,6/1/2022,6,1,2022
Haiti Gourde,HTG,115.473768,6/1/2022,6,1,2022
Honduras Lempira,HNL,27.683377,6/1/2022,6,1,2022
Hong Kong Dollar,HKD,8.821883,6/1/2022,6,1,2022
Hungary Forint,HUF,362.601232,6/1/2022,6,1,2022
Iceland Krona,ISK,146.795359,6/1/2022,6,1,2022
India Rupee,INR,84.223956,6/1/2022,6,1,2022
Indonesia Rupiah,IDR,16289.31423,6/1/2022,6,1,2022
Iran Rial,IRR,47807.90812,6/1/2022,6,1,2022
Iraq Dinar,IQD,1652.060266,6/1/2022,6,1,2022
Israel New Shekel,ILS,3.503737,6/1/2022,6,1,2022
Jamaica Dollar,JMD,174.210172,6/1/2022,6,1,2022
Jordan Dinar,JOD,0.80224,6/1/2022,6,1,2022
Kazakhstan Tenge,KZT,492.897896,6/1/2022,6,1,2022
Kenya Shilling,KES,128.034482,6/1/2022,6,1,2022
Kuwait Dinar,KWD,0.342372,6/1/2022,6,1,2022
Kyrgyzstan Som,KGS,95.951147,6/1/2022,6,1,2022
Laos Kip,LAK,12718.60065,6/1/2022,6,1,2022
Lebanon Pound,LBP,1709.839052,6/1/2022,6,1,2022
Lesotho Loti,LSL,17.969381,6/1/2022,6,1,2022
Liberia Dollar,LRD,165.311143,6/1/2022,6,1,2022
Libya Dinar,LYD,5.20761,6/1/2022,6,1,2022
Macau Pataca,MOP,9.087005,6/1/2022,6,1,2022
Macedonia Denar,MKD,61.643498,6/1/2022,6,1,2022
Malagasy Ariary,MGA,4486.588071,6/1/2022,6,1,2022
Malawi Kwacha,MWK,922.211927,6/1/2022,6,1,2022
Malaysia Ringgit,MYR,4.754769,6/1/2022,6,1,2022
Maldives Rufiyaa,MVR,17.482264,6/1/2022,6,1,2022
Mauritania Ouguiya,MRO,403.962487,6/1/2022,6,1,2022
Mauritius Rupee,MUR,48.76703,6/1/2022,6,1,2022
Mexico Peso,MXN,23.284607,6/1/2022,6,1,2022
Moldova Leu,MDL,20.205102,6/1/2022,6,1,2022
Mongolia Tugrik,MNT,3234.399802,6/1/2022,6,1,2022
Morocco Dirham,MAD,10.46965,6/1/2022,6,1,2022
Mozambique New Metical,MZN,72.226329,6/1/2022,6,1,2022
Myanmar Kyat,MMK,2012.515084,6/1/2022,6,1,2022
NL Antilles Guilder,ANG,2.039952,6/1/2022,6,1,2022
Namibia Dollar,NAD,17.974658,6/1/2022,6,1,2022
Nepal Rupee,NPR,134.567588,6/1/2022,6,1,2022
New Zealand Dollar,NZD,1.666323,6/1/2022,6,1,2022
Nicaragua Cordoba Oro,NIO,40.057022,6/1/2022,6,1,2022
Nigeria Naira,NGN,467.106494,6/1/2022,6,1,2022
North Korea Won,KPW,1018.393227,6/1/2022,6,1,2022
Norway Kroner,NOK,10.017873,6/1/2022,6,1,2022
Oman Rial,OMR,0.435662,6/1/2022,6,1,2022
Pakistan Rupee,PKR,199.887913,6/1/2022,6,1,2022
Panama Balboa,PAB,1.131863,6/1/2022,6,1,2022
