Country/Currency,currency,value,date,Day,Month,Year
Zambia Kwacha,ZMK,8940.853493,7/11/2022,7,11,2022
Australia Dollar,AUD,1.546287,8/11/2022,8,11,2022
Great Britain Pound,GBP,0.870154,8/11/2022,8,11,2022
Euro,EUR,1,8/11/2022,8,11,2022
Japan Yen,JPY,146.827762,8/11/2022,8,11,2022
Switzerland Franc,CHF,0.990646,8/11/2022,8,11,2022
USA Dollar,USD,1.002049,8/11/2022,8,11,2022
Afghanistan Afghani,AFN,87.681309,8/11/2022,8,11,2022
Albania Lek,ALL,117.736096,8/11/2022,8,11,2022
Algeria Dinar,DZD,140.243768,8/11/2022,8,11,2022
Angola Kwanza,AOA,489.338848,8/11/2022,8,11,2022
Argentina Peso,ARS,159.682149,8/11/2022,8,11,2022
Armenia Dram,AMD,396.751482,8/11/2022,8,11,2022
Aruba Florin,AWG,1.803689,8/11/2022,8,11,2022
Azerbaijan New Manat,AZN,1.704785,8/11/2022,8,11,2022
Bahamas Dollar,BSD,1.002089,8/11/2022,8,11,2022
Bahrain Dinar,BHD,0.377775,8/11/2022,8,11,2022
Bangladesh Taka,BDT,102.063317,8/11/2022,8,11,2022
Barbados Dollar,BBD,2.023355,8/11/2022,8,11,2022
Belarus Ruble,BYR,19640.16414,8/11/2022,8,11,2022
Belize Dollar,BZD,2.019941,8/11/2022,8,11,2022
Bermuda Dollar,BMD,1.002049,8/11/2022,8,11,2022
Bhutan Ngultrum,BTN,82.289096,8/11/2022,8,11,2022
Bolivia Boliviano,BOB,6.924467,8/11/2022,8,11,2022
Bosnia Mark,BAM,1.963647,8/11/2022,8,11,2022
Botswana Pula,BWP,13.29041,8/11/2022,8,11,2022
Brazil Real,BRL,5.167468,8/11/2022,8,11,2022
Brunei Dollar,BND,1.406457,8/11/2022,8,11,2022
Bulgaria Lev,BGN,1.954868,8/11/2022,8,11,2022
Burundi Franc,BIF,2057.206988,8/11/2022,8,11,2022
CFA Franc BCEAO,XOF,670.875662,8/11/2022,8,11,2022
CFA Franc BEAC,XAF,658.559029,8/11/2022,8,11,2022
CFP Franc,XPF,121.298276,8/11/2022,8,11,2022
Cambodia Riel,KHR,4151.489782,8/11/2022,8,11,2022
Canada Dollar,CAD,1.351453,8/11/2022,8,11,2022
Cape Verde Escudo,CVE,111.678681,8/11/2022,8,11,2022
Cayman Islands Dollar,KYD,0.835129,8/11/2022,8,11,2022
Chili Peso,CLP,918.728514,8/11/2022,8,11,2022
China Yuan/Renminbi,CNY,7.244616,8/11/2022,8,11,2022
Colombia Peso,COP,5117.465216,8/11/2022,8,11,2022
Comoros Franc,KMF,498.569645,8/11/2022,8,11,2022
Congo Franc,CDF,2048.188489,8/11/2022,8,11,2022
Costa Rica Colon,CRC,618.793437,8/11/2022,8,11,2022
Croatia Kuna,HRK,7.534808,8/11/2022,8,11,2022
Cuba Convertible Peso,CUC,1.002049,8/11/2022,8,11,2022
Cuba Peso,CUP,26.554304,8/11/2022,8,11,2022
Czech Koruna,CZK,24.252295,8/11/2022,8,11,2022
Denmark Krone,DKK,7.439207,8/11/2022,8,11,2022
Djibouti Franc,DJF,178.083901,8/11/2022,8,11,2022
Dominican Republich Peso,DOP,54.218319,8/11/2022,8,11,2022
East Caribbean Dollar,XCD,2.708088,8/11/2022,8,11,2022
Egypt Pound,EGP,24.362122,8/11/2022,8,11,2022
El Salvador Colon,SVC,8.767905,8/11/2022,8,11,2022
Ethiopia Birr,ETB,53.018324,8/11/2022,8,11,2022
Falkland Islands Pound,FKP,0.884333,8/11/2022,8,11,2022
Fiji Dollar,FJD,2.277462,8/11/2022,8,11,2022
Gambia Dalasi,GMD,61.275285,8/11/2022,8,11,2022
Georgia Lari,GEL,2.740586,8/11/2022,8,11,2022
Ghana New Cedi,GHS,14.130363,8/11/2022,8,11,2022
Gibraltar Pound,GIP,0.884333,8/11/2022,8,11,2022
Guatemala Quetzal,GTQ,7.833887,8/11/2022,8,11,2022
Guinea Franc,GNF,8742.878809,8/11/2022,8,11,2022
Guyana Dollar,GYD,209.654642,8/11/2022,8,11,2022
Haiti Gourde,HTG,130.989047,8/11/2022,8,11,2022
Honduras Lempira,HNL,24.871246,8/11/2022,8,11,2022
Hong Kong Dollar,HKD,7.865921,8/11/2022,8,11,2022
Hungary Forint,HUF,400.916879,8/11/2022,8,11,2022
Iceland Krona,ISK,145.90798,8/11/2022,8,11,2022
India Rupee,INR,81.982204,8/11/2022,8,11,2022
Indonesia Rupiah,IDR,15707.07096,8/11/2022,8,11,2022
Iran Rial,IRR,42436.78294,8/11/2022,8,11,2022
Iraq Dinar,IQD,1462.991818,8/11/2022,8,11,2022
Israel New Shekel,ILS,3.551402,8/11/2022,8,11,2022
Jamaica Dollar,JMD,153.743757,8/11/2022,8,11,2022
Jordan Dinar,JOD,0.710441,8/11/2022,8,11,2022
Kazakhstan Tenge,KZT,465.126325,8/11/2022,8,11,2022
Kenya Shilling,KES,121.843661,8/11/2022,8,11,2022
Kuwait Dinar,KWD,0.310124,8/11/2022,8,11,2022
Kyrgyzstan Som,KGS,84.170229,8/11/2022,8,11,2022
Laos Kip,LAK,16984.73409,8/11/2022,8,11,2022
Lebanon Pound,LBP,1526.120811,8/11/2022,8,11,2022
Lesotho Loti,LSL,18.036972,8/11/2022,8,11,2022
Liberia Dollar,LRD,154.090109,8/11/2022,8,11,2022
Libya Dinar,LYD,5.03532,8/11/2022,8,11,2022
Macau Pataca,MOP,8.102396,8/11/2022,8,11,2022
Macedonia Denar,MKD,61.61495,8/11/2022,8,11,2022
Malagasy Ariary,MGA,4283.759957,8/11/2022,8,11,2022
Malawi Kwacha,MWK,1026.597606,8/11/2022,8,11,2022
Malaysia Ringgit,MYR,4.748207,8/11/2022,8,11,2022
Maldives Rufiyaa,MVR,15.461921,8/11/2022,8,11,2022
Mauritania Ouguiya,MRO,357.731389,8/11/2022,8,11,2022
Mauritius Rupee,MUR,44.883329,8/11/2022,8,11,2022
Mexico Peso,MXN,19.490867,8/11/2022,8,11,2022
Moldova Leu,MDL,19.335375,8/11/2022,8,11,2022
Mongolia Tugrik,MNT,3366.659981,8/11/2022,8,11,2022
Morocco Dirham,MAD,10.987478,8/11/2022,8,11,2022
Mozambique New Metical,MZN,63.960924,8/11/2022,8,11,2022
Myanmar Kyat,MMK,2104.366752,8/11/2022,8,11,2022
NL Antilles Guilder,ANG,1.80599,8/11/2022,8,11,2022
Namibia Dollar,NAD,18.037376,8/11/2022,8,11,2022
Nepal Rupee,NPR,131.658194,8/11/2022,8,11,2022
New Zealand Dollar,NZD,1.686308,8/11/2022,8,11,2022
Nicaragua Cordoba Oro,NIO,36.074173,8/11/2022,8,11,2022
Nigeria Naira,NGN,440.661364,8/11/2022,8,11,2022
North Korea Won,KPW,901.844134,8/11/2022,8,11,2022
Norway Kroner,NOK,10.241145,8/11/2022,8,11,2022
Oman Rial,OMR,0.385747,8/11/2022,8,11,2022
Pakistan Rupee,PKR,221.954494,8/11/2022,8,11,2022
Panama Balboa,PAB,1.002089,8/11/2022,8,11,2022
Papua New Guinea Kina,PGK,3.527333,8/11/2022,8,11,2022
Paraguay Guarani,PYG,7260.27585,8/11/2022,8,11,2022
Peru Nuevo Sol,PEN,3.952585,8/11/2022,8,11,2022
Philippines Peso,PHP,58.354836,8/11/2022,8,11,2022
Poland Zloty,PLN,4.671298,8/11/2022,8,11,2022
Qatar Rial,QAR,3.648449,8/11/2022,8,11,2022
Romania New Lei,RON,4.888978,8/11/2022,8,11,2022
Russia Rouble,RUB,63.339114,8/11/2022,8,11,2022
Rwanda Franc,RWF,1053.153699,8/11/2022,8,11,2022
Samoa Tala,WST,2.850767,8/11/2022,8,11,2022
Sao Tome/Principe Dobra,STD,20740.39512,8/11/2022,8,11,2022
Saudi Arabia Riyal,SAR,3.765691,8/11/2022,8,11,2022
Serbia Dinar,RSD,117.342145,8/11/2022,8,11,2022
Seychelles Rupee,SCR,13.346785,8/11/2022,8,11,2022
Sierra Leone Leone,SLL,17691.17859,8/11/2022,8,11,2022
Singapore Dollar,SGD,1.404146,8/11/2022,8,11,2022
Solomon Islands Dollar,SBD,8.247458,8/11/2022,8,11,2022
Somali Shilling,SOS,569.163787,8/11/2022,8,11,2022
South Africa Rand,ZAR,17.759924,8/11/2022,8,11,2022
South Korea Won,KRW,1394.170783,8/11/2022,8,11,2022
Sri Lanka Rupee,LKR,365.252547,8/11/2022,8,11,2022
St Helena Pound,SHP,1.380222,8/11/2022,8,11,2022
Sudan Pound,SDG,569.662524,8/11/2022,8,11,2022
Suriname Dollar,SRD,29.764362,8/11/2022,8,11,2022
Swaziland Lilangeni,SZL,18.036488,8/11/2022,8,11,2022
Sweden Krona,SEK,10.866822,8/11/2022,8,11,2022
Syria Pound,SYP,2517.678687,8/11/2022,8,11,2022
Taiwan Dollar,TWD,32.043026,8/11/2022,8,11,2022
Tanzania Shilling,TZS,2336.778741,8/11/2022,8,11,2022
Thailand Baht,THB,37.341346,8/11/2022,8,11,2022
Tonga Pa'anga,TOP,2.434428,8/11/2022,8,11,2022
Trinidad/Tobago Dollar,TTD,6.810513,8/11/2022,8,11,2022
Tunisia Dinar,TND,3.246168,8/11/2022,8,11,2022
Turkish New Lira,TRY,18.502238,8/11/2022,8,11,2022
Uganda Shilling,UGX,3787.879673,8/11/2022,8,11,2022
Ukraine Hryvnia,UAH,36.82199,8/11/2022,8,11,2022
Uruguay Peso,UYU,40.389793,8/11/2022,8,11,2022
United Arab Emirates Dirham,AED,3.680624,8/11/2022,8,11,2022
Vanuatu Vatu,VUV,125.406347,8/11/2022,8,11,2022
Vietnam Dong,VND,24922.96747,8/11/2022,8,11,2022
Yemen Rial,YER,250.762889,8/11/2022,8,11,2022
Zambia Kwacha,ZMK,9019.643592,8/11/2022,8,11,2022
Australia Dollar,AUD,1.549295,9/11/2022,9,11,2022
Great Britain Pound,GBP,0.873091,9/11/2022,9,11,2022
Euro,EUR,1,9/11/2022,9,11,2022
Japan Yen,JPY,146.44184,9/11/2022,9,11,2022
Switzerland Franc,CHF,0.992313,9/11/2022,9,11,2022
USA Dollar,USD,1.006771,9/11/2022,9,11,2022
Afghanistan Afghani,AFN,88.596289,9/11/2022,9,11,2022
Albania Lek,ALL,117.641466,9/11/2022,9,11,2022
Algeria Dinar,DZD,141.157733,9/11/2022,9,11,2022
Angola Kwanza,AOA,490.633712,9/11/2022,9,11,2022
Argentina Peso,ARS,160.799782,9/11/2022,9,11,2022
Armenia Dram,AMD,398.892362,9/11/2022,9,11,2022
Aruba Florin,AWG,1.814704,9/11/2022,9,11,2022
Azerbaijan New Manat,AZN,1.701974,9/11/2022,9,11,2022
Bahamas Dollar,BSD,1.006599,9/11/2022,9,11,2022
Bahrain Dinar,BHD,0.379687,9/11/2022,9,11,2022
Bangladesh Taka,BDT,102.052659,9/11/2022,9,11,2022
Barbados Dollar,BBD,2.032449,9/11/2022,9,11,2022
Belarus Ruble,BYR,19732.70242,9/11/2022,9,11,2022
Belize Dollar,BZD,2.029006,9/11/2022,9,11,2022
Bermuda Dollar,BMD,1.006771,9/11/2022,9,11,2022
Bhutan Ngultrum,BTN,82.100588,9/11/2022,9,11,2022
Bolivia Boliviano,BOB,6.955854,9/11/2022,9,11,2022
Bosnia Mark,BAM,1.969111,9/11/2022,9,11,2022
Botswana Pula,BWP,13.332893,9/11/2022,9,11,2022
Brazil Real,BRL,5.179531,9/11/2022,9,11,2022
Brunei Dollar,BND,1.412052,9/11/2022,9,11,2022
Bulgaria Lev,BGN,1.953673,9/11/2022,9,11,2022
Burundi Franc,BIF,2064.886361,9/11/2022,9,11,2022
CFA Franc BCEAO,XOF,659.936761,9/11/2022,9,11,2022
CFA Franc BEAC,XAF,660.424595,9/11/2022,9,11,2022
CFP Franc,XPF,120.811991,9/11/2022,9,11,2022
Cambodia Riel,KHR,4172.05709,9/11/2022,9,11,2022
Canada Dollar,CAD,1.352747,9/11/2022,9,11,2022
Cape Verde Escudo,CVE,110.694587,9/11/2022,9,11,2022
Cayman Islands Dollar,KYD,0.838875,9/11/2022,9,11,2022
Chili Peso,CLP,913.140709,9/11/2022,9,11,2022
China Yuan/Renminbi,CNY,7.298376,9/11/2022,9,11,2022
Colombia Peso,COP,5007.676625,9/11/2022,9,11,2022
Comoros Franc,KMF,492.260563,9/11/2022,9,11,2022
Congo Franc,CDF,2057.838646,9/11/2022,9,11,2022
Costa Rica Colon,CRC,622.907615,9/11/2022,9,11,2022
Croatia Kuna,HRK,7.539682,9/11/2022,9,11,2022
Cuba Convertible Peso,CUC,1.006771,9/11/2022,9,11,2022
Cuba Peso,CUP,26.679419,9/11/2022,9,11,2022
Czech Koruna,CZK,24.325586,9/11/2022,9,11,2022
Denmark Krone,DKK,7.438584,9/11/2022,9,11,2022
Djibouti Franc,DJF,178.923217,9/11/2022,9,11,2022
Dominican Republich Peso,DOP,54.718264,9/11/2022,9,11,2022
East Caribbean Dollar,XCD,2.720848,9/11/2022,9,11,2022
Egypt Pound,EGP,24.513457,9/11/2022,9,11,2022
El Salvador Colon,SVC,8.807581,9/11/2022,9,11,2022
Ethiopia Birr,ETB,53.308546,9/11/2022,9,11,2022
Falkland Islands Pound,FKP,0.8885,9/11/2022,9,11,2022
Fiji Dollar,FJD,2.28456,9/11/2022,9,11,2022
Gambia Dalasi,GMD,61.664453,9/11/2022,9,11,2022
Georgia Lari,GEL,2.743451,9/11/2022,9,11,2022
Ghana New Cedi,GHS,14.321318,9/11/2022,9,11,2022
Gibraltar Pound,GIP,0.8885,9/11/2022,9,11,2022
Guatemala Quetzal,GTQ,7.871851,9/11/2022,9,11,2022
Guinea Franc,GNF,8758.903316,9/11/2022,9,11,2022
Guyana Dollar,GYD,210.604684,9/11/2022,9,11,2022
Haiti Gourde,HTG,132.372464,9/11/2022,9,11,2022
Honduras Lempira,HNL,24.988281,9/11/2022,9,11,2022
Hong Kong Dollar,HKD,7.902494,9/11/2022,9,11,2022
Hungary Forint,HUF,402.381001,9/11/2022,9,11,2022
Iceland Krona,ISK,146.494935,9/11/2022,9,11,2022
India Rupee,INR,81.956608,9/11/2022,9,11,2022
Indonesia Rupiah,IDR,15763.00622,9/11/2022,9,11,2022
Iran Rial,IRR,42687.07059,9/11/2022,9,11,2022
Iraq Dinar,IQD,1469.884976,9/11/2022,9,11,2022
Israel New Shekel,ILS,3.558737,9/11/2022,9,11,2022
Jamaica Dollar,JMD,154.467934,9/11/2022,9,11,2022
Jordan Dinar,JOD,0.71381,9/11/2022,9,11,2022
Kazakhstan Tenge,KZT,468.228136,9/11/2022,9,11,2022
Kenya Shilling,KES,122.574009,9/11/2022,9,11,2022
Kuwait Dinar,KWD,0.310994,9/11/2022,9,11,2022
Kyrgyzstan Som,KGS,84.566814,9/11/2022,9,11,2022
Laos Kip,LAK,16911.21439,9/11/2022,9,11,2022
Lebanon Pound,LBP,1533.311053,9/11/2022,9,11,2022
Lesotho Loti,LSL,17.830088,9/11/2022,9,11,2022
Liberia Dollar,LRD,154.891634,9/11/2022,9,11,2022
Libya Dinar,LYD,5.013666,9/11/2022,9,11,2022
Macau Pataca,MOP,8.139159,9/11/2022,9,11,2022
Macedonia Denar,MKD,61.572527,9/11/2022,9,11,2022
Malagasy Ariary,MGA,4321.059486,9/11/2022,9,11,2022
Malawi Kwacha,MWK,1030.422033,9/11/2022,9,11,2022
Malaysia Ringgit,MYR,4.762526,9/11/2022,9,11,2022
Maldives Rufiyaa,MVR,15.501655,9/11/2022,9,11,2022
Mauritania Ouguiya,MRO,359.416907,9/11/2022,9,11,2022
Mauritius Rupee,MUR,45.115601,9/11/2022,9,11,2022
Mexico Peso,MXN,19.681859,9/11/2022,9,11,2022
Moldova Leu,MDL,19.417957,9/11/2022,9,11,2022
Mongolia Tugrik,MNT,3382.522626,9/11/2022,9,11,2022
Morocco Dirham,MAD,10.949135,9/11/2022,9,11,2022
Mozambique New Metical,MZN,64.261837,9/11/2022,9,11,2022
Myanmar Kyat,MMK,2113.932887,9/11/2022,9,11,2022
NL Antilles Guilder,ANG,1.814172,9/11/2022,9,11,2022
Namibia Dollar,NAD,17.971101,9/11/2022,9,11,2022
Nepal Rupee,NPR,131.360619,9/11/2022,9,11,2022
New Zealand Dollar,NZD,1.691415,9/11/2022,9,11,2022
Nicaragua Cordoba Oro,NIO,36.244048,9/11/2022,9,11,2022
Nigeria Naira,NGN,443.008901,9/11/2022,9,11,2022
North Korea Won,KPW,906.09334,9/11/2022,9,11,2022
Norway Kroner,NOK,10.306912,9/11/2022,9,11,2022
Oman Rial,OMR,0.387639,9/11/2022,9,11,2022
Pakistan Rupee,PKR,223.251535,9/11/2022,9,11,2022
Panama Balboa,PAB,1.006599,9/11/2022,9,11,2022
Papua New Guinea Kina,PGK,3.543494,9/11/2022,9,11,2022
Paraguay Guarani,PYG,7267.361747,9/11/2022,9,11,2022
Peru Nuevo Sol,PEN,3.928922,9/11/2022,9,11,2022
Philippines Peso,PHP,58.730463,9/11/2022,9,11,2022
Poland Zloty,PLN,4.691903,9/11/2022,9,11,2022
Qatar Rial,QAR,3.660869,9/11/2022,9,11,2022
Romania New Lei,RON,4.894715,9/11/2022,9,11,2022
Russia Rouble,RUB,61.387807,9/11/2022,9,11,2022
Rwanda Franc,RWF,1058.115829,9/11/2022,9,11,2022
Samoa Tala,WST,2.864199,9/11/2022,9,11,2022
Sao Tome/Principe Dobra,STD,20838.11735,9/11/2022,9,11,2022
Saudi Arabia Riyal,SAR,3.78491,9/11/2022,9,11,2022
Serbia Dinar,RSD,117.318967,9/11/2022,9,11,2022
Seychelles Rupee,SCR,13.639362,9/11/2022,9,11,2022
Sierra Leone Leone,SLL,17744.33093,9/11/2022,9,11,2022
Singapore Dollar,SGD,1.40887,9/11/2022,9,11,2022
Solomon Islands Dollar,SBD,8.265907,9/11/2022,9,11,2022
Somali Shilling,SOS,572.852137,9/11/2022,9,11,2022
South Africa Rand,ZAR,17.851651,9/11/2022,9,11,2022
South Korea Won,KRW,1389.529611,9/11/2022,9,11,2022
Sri Lanka Rupee,LKR,367.925014,9/11/2022,9,11,2022
St Helena Pound,SHP,1.386728,9/11/2022,9,11,2022
Sudan Pound,SDG,572.343189,9/11/2022,9,11,2022
Suriname Dollar,SRD,29.972541,9/11/2022,9,11,2022
Swaziland Lilangeni,SZL,17.971185,9/11/2022,9,11,2022
Sweden Krona,SEK,10.838962,9/11/2022,9,11,2022
Syria Pound,SYP,2529.541199,9/11/2022,9,11,2022
Taiwan Dollar,TWD,32.062118,9/11/2022,9,11,2022
Tanzania Shilling,TZS,2347.788819,9/11/2022,9,11,2022
Thailand Baht,THB,37.198659,9/11/2022,9,11,2022
Tonga Pa'anga,TOP,2.419421,9/11/2022,9,11,2022
Trinidad/Tobago Dollar,TTD,6.831815,9/11/2022,9,11,2022
Tunisia Dinar,TND,3.211869,9/11/2022,9,11,2022
Turkish New Lira,TRY,18.671764,9/11/2022,9,11,2022
Uganda Shilling,UGX,3805.040073,9/11/2022,9,11,2022
Ukraine Hryvnia,UAH,37.177194,9/11/2022,9,11,2022
Uruguay Peso,UYU,40.149601,9/11/2022,9,11,2022
United Arab Emirates Dirham,AED,3.69797,9/11/2022,9,11,2022
Vanuatu Vatu,VUV,125.997222,9/11/2022,9,11,2022
Vietnam Dong,VND,25039.89328,9/11/2022,9,11,2022
Yemen Rial,YER,251.944194,9/11/2022,9,11,2022
Zambia Kwacha,ZMK,9062.178332,9/11/2022,9,11,2022
Australia Dollar,AUD,1.55792,10/11/2022,10,11,2022
Great Britain Pound,GBP,0.881358,10/11/2022,10,11,2022
Euro,EUR,1,10/11/2022,10,11,2022
Japan Yen,JPY,146.467616,10/11/2022,10,11,2022
Switzerland Franc,CHF,0.985534,10/11/2022,10,11,2022
USA Dollar,USD,1.001875,10/11/2022,10,11,2022
Afghanistan Afghani,AFN,88.48036,10/11/2022,10,11,2022
Albania Lek,ALL,116.996707,10/11/2022,10,11,2022
Algeria Dinar,DZD,140.21936,10/11/2022,10,11,2022
Angola Kwanza,AOA,485.8573,10/11/2022,10,11,2022
Argentina Peso,ARS,160.02142,10/11/2022,10,11,2022
Armenia Dram,AMD,394.65677,10/11/2022,10,11,2022
Aruba Florin,AWG,1.793356,10/11/2022,10,11,2022
Azerbaijan New Manat,AZN,1.705632,10/11/2022,10,11,2022
Bahamas Dollar,BSD,1.001875,10/11/2022,10,11,2022
Bahrain Dinar,BHD,0.376722,10/11/2022,10,11,2022
Bangladesh Taka,BDT,101.462958,10/11/2022,10,11,2022
Barbados Dollar,BBD,2.00375,10/11/2022,10,11,2022
Belarus Ruble,BYR,19636.75,10/11/2022,10,11,2022
Belize Dollar,BZD,1.988476,10/11/2022,10,11,2022
Bermuda Dollar,BMD,1.001875,10/11/2022,10,11,2022
Bhutan Ngultrum,BTN,81.40585,10/11/2022,10,11,2022
Bolivia Boliviano,BOB,6.812476,10/11/2022,10,11,2022
Bosnia Mark,BAM,1.942473,10/11/2022,10,11,2022
Botswana Pula,BWP,13.248785,10/11/2022,10,11,2022
Brazil Real,BRL,5.150539,10/11/2022,10,11,2022
Brunei Dollar,BND,1.399777,10/11/2022,10,11,2022
Bulgaria Lev,BGN,1.942473,10/11/2022,10,11,2022
Burundi Franc,BIF,2054.497825,10/11/2022,10,11,2022
CFA Franc BCEAO,XOF,651.477311,10/11/2022,10,11,2022
CFA Franc BEAC,XAF,651.477311,10/11/2022,10,11,2022
CFP Franc,XPF,118.516797,10/11/2022,10,11,2022
Cambodia Riel,KHR,4152.35622,10/11/2022,10,11,2022
Canada Dollar,CAD,1.355291,10/11/2022,10,11,2022
Cape Verde Escudo,CVE,109.51694,10/11/2022,10,11,2022
Cayman Islands Dollar,KYD,0.821558,10/11/2022,10,11,2022
Chili Peso,CLP,903.755232,10/11/2022,10,11,2022
China Yuan/Renminbi,CNY,7.258426,10/11/2022,10,11,2022
Colombia Peso,COP,4988.852939,10/11/2022,10,11,2022
Comoros Franc,KMF,488.607983,10/11/2022,10,11,2022
Congo Franc,CDF,2051.460003,10/11/2022,10,11,2022
Costa Rica Colon,CRC,612.950324,10/11/2022,10,11,2022
Croatia Kuna,HRK,7.485214,10/11/2022,10,11,2022
Cuba Convertible Peso,CUC,1.001875,10/11/2022,10,11,2022
Cuba Peso,CUP,26.549688,10/11/2022,10,11,2022
Czech Koruna,CZK,24.128701,10/11/2022,10,11,2022
Denmark Krone,DKK,7.387079,10/11/2022,10,11,2022
Djibouti Franc,DJF,178.100545,10/11/2022,10,11,2022
Dominican Republich Peso,DOP,53.690571,10/11/2022,10,11,2022
East Caribbean Dollar,XCD,2.706674,10/11/2022,10,11,2022
Egypt Pound,EGP,24.389797,10/11/2022,10,11,2022
El Salvador Colon,SVC,8.766765,10/11/2022,10,11,2022
Ethiopia Birr,ETB,53.433749,10/11/2022,10,11,2022
Falkland Islands Pound,FKP,0.864272,10/11/2022,10,11,2022
Fiji Dollar,FJD,2.266098,10/11/2022,10,11,2022
Gambia Dalasi,GMD,61.211639,10/11/2022,10,11,2022
Georgia Lari,GEL,2.729776,10/11/2022,10,11,2022
Ghana New Cedi,GHS,14.25291,10/11/2022,10,11,2022
Gibraltar Pound,GIP,0.864272,10/11/2022,10,11,2022
Guatemala Quetzal,GTQ,7.713873,10/11/2022,10,11,2022
Guinea Franc,GNF,8625.962514,10/11/2022,10,11,2022
Guyana Dollar,GYD,205.969028,10/11/2022,10,11,2022
Haiti Gourde,HTG,129.19126,10/11/2022,10,11,2022
Honduras Lempira,HNL,24.729453,10/11/2022,10,11,2022
Hong Kong Dollar,HKD,7.864163,10/11/2022,10,11,2022
Hungary Forint,HUF,399.563465,10/11/2022,10,11,2022
Iceland Krona,ISK,145.489793,10/11/2022,10,11,2022
India Rupee,INR,81.40585,10/11/2022,10,11,2022
Indonesia Rupiah,IDR,15644.67572,10/11/2022,10,11,2022
Iran Rial,IRR,42599.08985,10/11/2022,10,11,2022
Iraq Dinar,IQD,1461.234971,10/11/2022,10,11,2022
Israel New Shekel,ILS,3.558114,10/11/2022,10,11,2022
Jamaica Dollar,JMD,151.809714,10/11/2022,10,11,2022
Jordan Dinar,JOD,0.71036,10/11/2022,10,11,2022
Kazakhstan Tenge,KZT,466.021033,10/11/2022,10,11,2022
Kenya Shilling,KES,121.955806,10/11/2022,10,11,2022
Kuwait Dinar,KWD,0.309444,10/11/2022,10,11,2022
Kyrgyzstan Som,KGS,84.151497,10/11/2022,10,11,2022
Laos Kip,LAK,17270.33402,10/11/2022,10,11,2022
Lebanon Pound,LBP,1510.328846,10/11/2022,10,11,2022
Lesotho Loti,LSL,17.698684,10/11/2022,10,11,2022
Liberia Dollar,LRD,154.016887,10/11/2022,10,11,2022
Libya Dinar,LYD,5.008365,10/11/2022,10,11,2022
Macau Pataca,MOP,8.100141,10/11/2022,10,11,2022
Macedonia Denar,MKD,61.720464,10/11/2022,10,11,2022
Malagasy Ariary,MGA,4288.662952,10/11/2022,10,11,2022
Malawi Kwacha,MWK,1025.796617,10/11/2022,10,11,2022
Malaysia Ringgit,MYR,4.745623,10/11/2022,10,11,2022
Maldives Rufiyaa,MVR,15.44185,10/11/2022,10,11,2022
Mauritania Ouguiya,MRO,357.669203,10/11/2022,10,11,2022
Mauritius Rupee,MUR,44.850703,10/11/2022,10,11,2022
Mexico Peso,MXN,19.612254,10/11/2022,10,11,2022
Moldova Leu,MDL,19.093747,10/11/2022,10,11,2022
Mongolia Tugrik,MNT,3412.3908,10/11/2022,10,11,2022
Morocco Dirham,MAD,10.889524,10/11/2022,10,11,2022
Mozambique New Metical,MZN,63.957965,10/11/2022,10,11,2022
Myanmar Kyat,MMK,2073.976964,10/11/2022,10,11,2022
NL Antilles Guilder,ANG,1.793305,10/11/2022,10,11,2022
Namibia Dollar,NAD,17.698684,10/11/2022,10,11,2022
Nepal Rupee,NPR,130.310414,10/11/2022,10,11,2022
New Zealand Dollar,NZD,1.702349,10/11/2022,10,11,2022
Nicaragua Cordoba Oro,NIO,36.026926,10/11/2022,10,11,2022
Nigeria Naira,NGN,441.392039,10/11/2022,10,11,2022
North Korea Won,KPW,901.735349,10/11/2022,10,11,2022
Norway Kroner,NOK,10.392329,10/11/2022,10,11,2022
Oman Rial,OMR,0.385248,10/11/2022,10,11,2022
Pakistan Rupee,PKR,221.878607,10/11/2022,10,11,2022
Panama Balboa,PAB,1.001875,10/11/2022,10,11,2022
Papua New Guinea Kina,PGK,3.527681,10/11/2022,10,11,2022
Paraguay Guarani,PYG,7167.838114,10/11/2022,10,11,2022
Peru Nuevo Sol,PEN,3.927028,10/11/2022,10,11,2022
Philippines Peso,PHP,58.249435,10/11/2022,10,11,2022
Poland Zloty,PLN,4.654647,10/11/2022,10,11,2022
Qatar Rial,QAR,3.646703,10/11/2022,10,11,2022
Romania New Lei,RON,4.865341,10/11/2022,10,11,2022
Russia Rouble,RUB,60.98346,10/11/2022,10,11,2022
Rwanda Franc,RWF,1068.868516,10/11/2022,10,11,2022
Samoa Tala,WST,2.789859,10/11/2022,10,11,2022
Sao Tome/Principe Dobra,STD,20736.78972,10/11/2022,10,11,2022
Saudi Arabia Riyal,SAR,3.756646,10/11/2022,10,11,2022
Serbia Dinar,RSD,116.470979,10/11/2022,10,11,2022
Seychelles Rupee,SCR,14.403549,10/11/2022,10,11,2022
Sierra Leone Leone,SLL,17688.26906,10/11/2022,10,11,2022
Singapore Dollar,SGD,1.399777,10/11/2022,10,11,2022
Solomon Islands Dollar,SBD,8.225197,10/11/2022,10,11,2022
Somali Shilling,SOS,568.190075,10/11/2022,10,11,2022
South Africa Rand,ZAR,17.801712,10/11/2022,10,11,2022
South Korea Won,KRW,1374.076976,10/11/2022,10,11,2022
Sri Lanka Rupee,LKR,366.158663,10/11/2022,10,11,2022
